credit_id,customer_id,credit_state,reserved_date,consumed_date,id_request
C1045-99832,1045,consumed,2025-04-20,2025-05-06,REQ00435
C1045-99833,1045,consumed,2025-03-08,2025-03-29,REQ00009
C1045-99834,1045,consumed,2024-07-25,2024-07-31,REQ00329
C1045-99835,1045,consumed,2024-05-19,2024-05-20,REQ00329
C1045-99836,1045,consumed,2024-10-11,2024-11-02,REQ00120
C1045-99837,1045,consumed,2024-02-13,2024-03-08,REQ00435
C1046-17251,1046,available,,,
C1046-17252,1046,available,,,
C1046-17253,1046,available,,,
C1046-17254,1046,available,,,
C1046-17255,1046,available,,,
C1046-17256,1046,available,,,
C1047-51144,1047,available,,,
C1047-51145,1047,available,,,
C1047-51146,1047,available,,,
C1047-51147,1047,available,,,
C1047-51148,1047,consumed,2025-09-08,2025-09-18,REQ00064
C1047-51149,1047,consumed,2025-02-20,2025-03-21,REQ00424
C1047-51150,1047,consumed,2024-04-02,2024-04-15,REQ00087
C1047-51151,1047,consumed,2024-08-29,2024-09-02,REQ00064
C1047-51152,1047,consumed,2025-06-18,2025-07-10,REQ00371
C1047-51153,1047,consumed,2025-05-23,2025-06-21,REQ00064
C1048-88619,1048,available,,,
C1048-88620,1048,available,,,
C1048-88621,1048,available,,,
C1048-88622,1048,available,,,
C1048-88623,1048,reserved,2024-05-05,,REQ00076
C1048-88624,1048,reserved,2024-12-03,,REQ00292
C1048-88625,1048,reserved,2025-02-03,,REQ00400
C1048-88626,1048,reserved,2024-08-29,,REQ00186
C1048-88627,1048,reserved,2024-08-11,,REQ00057
C1048-88628,1048,reserved,2024-04-19,,REQ00057
C1048-88629,1048,reserved,2024-08-07,,REQ00076
C1048-88630,1048,consumed,2025-03-26,2025-04-09,REQ00076
C1048-88631,1048,consumed,2025-08-26,2025-08-28,REQ00186
C1048-88632,1048,consumed,2025-06-30,2025-07-12,REQ00400
C1048-88633,1048,consumed,2024-04-25,2024-05-06,REQ00292
C1048-88634,1048,consumed,2025-03-09,2025-03-25,REQ00400
C1048-88635,1048,consumed,2024-09-09,2024-09-18,REQ00057
C1048-88636,1048,consumed,2025-01-06,2025-01-22,REQ00400
C1048-88637,1048,consumed,2025-01-11,2025-02-07,REQ00076
C1048-88638,1048,consumed,2024-01-22,2024-02-12,REQ00292
C1049-96798,1049,available,,,
C1049-96799,1049,consumed,2024-02-25,2024-03-19,REQ00066
C1049-96800,1049,consumed,2024-09-16,2024-10-04,REQ00326
C1049-96801,1049,consumed,2024-11-12,2024-12-03,REQ00217
C1049-96802,1049,consumed,2024-05-04,2024-05-22,REQ00066
C1049-96803,1049,consumed,2025-03-29,2025-04-11,REQ00010
C1049-96804,1049,consumed,2025-02-06,2025-03-08,REQ00217
C1050-21829,1050,consumed,2024-08-29,2024-09-08,REQ00222
C1050-21830,1050,consumed,2024-06-13,2024-07-13,REQ00279
C1050-21831,1050,consumed,2024-11-20,2024-12-19,REQ00279
C1050-21832,1050,consumed,2024-02-04,2024-02-13,REQ00194
C1050-21833,1050,consumed,2025-05-18,2025-06-03,REQ00279
C1050-21834,1050,consumed,2024-12-06,2024-12-29,REQ00279
C1050-21835,1050,consumed,2024-04-12,2024-05-09,REQ00222
C1050-21836,1050,consumed,2024-09-24,2024-10-11,REQ00194
C1050-21837,1050,consumed,2024-12-26,2025-01-09,REQ00255
C1050-21838,1050,consumed,2025-04-09,2025-05-02,REQ00194
C1050-21839,1050,consumed,2024-02-23,2024-03-15,REQ00222
C1050-21840,1050,consumed,2025-03-30,2025-04-25,REQ00222
C1050-21841,1050,consumed,2024-01-04,2024-01-17,REQ00222
C1050-21842,1050,consumed,2024-11-08,2024-11-19,REQ00194
C1050-21843,1050,consumed,2024-04-23,2024-04-29,REQ00222
C1050-21844,1050,consumed,2025-06-12,2025-07-05,REQ00222
C1050-21845,1050,consumed,2025-08-31,2025-09-22,REQ00279
C1050-21846,1050,consumed,2024-11-23,2024-12-08,REQ00279
C1050-21847,1050,consumed,2024-05-16,2024-05-25,REQ00222
C1050-21848,1050,consumed,2025-08-30,2025-09-26,REQ00255
C1050-21849,1050,consumed,2024-10-15,2024-10-22,REQ00194
C1050-21850,1050,consumed,2025-02-28,2025-03-12,REQ00222
C1050-21851,1050,consumed,2025-02-06,2025-03-07,REQ00279
C1050-21852,1050,consumed,2025-08-07,2025-08-15,REQ00194
C1051-83207,1051,available,,,
C1051-83208,1051,available,,,
C1051-83209,1051,available,,,
C1051-83210,1051,available,,,
C1051-83211,1051,available,,,
C1051-83212,1051,available,,,
C1052-21662,1052,available,,,
C1052-21663,1052,available,,,
C1052-21664,1052,available,,,
C1052-21665,1052,available,,,
C1052-21666,1052,available,,,
C1052-21667,1052,available,,,
C1052-21668,1052,available,,,
C1052-21669,1052,available,,,
C1052-21670,1052,consumed,2025-04-18,2025-04-25,REQ00247
C1052-21671,1052,consumed,2024-06-21,2024-06-23,REQ00361
C1052-21672,1052,consumed,2025-09-24,2025-10-08,REQ00406
C1052-21673,1052,consumed,2024-09-23,2024-09-28,REQ00046
C1052-21674,1052,consumed,2025-01-11,2025-01-17,REQ00406
C1052-21675,1052,consumed,2024-04-30,2024-05-01,REQ00406
C1052-21676,1052,consumed,2025-03-21,2025-04-15,REQ00361
C1052-21677,1052,consumed,2025-05-21,2025-05-25,REQ00164
C1052-21678,1052,consumed,2024-07-27,2024-08-03,REQ00247
C1052-21679,1052,consumed,2024-10-21,2024-11-14,REQ00361
C1052-21680,1052,consumed,2025-01-26,2025-01-31,REQ00361
C1053-88654,1053,available,,,
C1053-88655,1053,available,,,
C1053-88656,1053,available,,,
C1053-88657,1053,available,,,
C1053-88658,1053,reserved,2024-08-08,,REQ00327
C1053-88659,1053,reserved,2024-07-12,,REQ00366
C1053-88660,1053,reserved,2024-07-03,,REQ00366
C1053-88661,1053,reserved,2024-05-29,,REQ00199
C1053-88662,1053,reserved,2024-10-24,,REQ00327
C1053-88663,1053,reserved,2024-08-29,,REQ00429
C1053-88664,1053,consumed,2024-09-11,2024-09-23,REQ00429
C1053-88665,1053,consumed,2024-03-28,2024-03-29,REQ00429
C1053-88666,1053,consumed,2024-05-16,2024-06-13,REQ00341
C1053-88667,1053,consumed,2025-02-11,2025-03-05,REQ00306
C1053-88668,1053,consumed,2025-01-27,2025-02-19,REQ00366
C1053-88669,1053,consumed,2025-09-03,2025-09-12,REQ00241
C1053-88670,1053,consumed,2024-04-07,2024-04-25,REQ00199
C1053-88671,1053,consumed,2024-02-23,2024-03-05,REQ00306
C1054-56439,1054,available,,,
C1054-56440,1054,available,,,
C1054-56441,1054,available,,,
C1054-56442,1054,available,,,
C1054-56443,1054,consumed,2025-09-12,2025-10-04,REQ00443
C1054-56444,1054,consumed,2024-02-16,2024-02-17,REQ00317
C1054-56445,1054,consumed,2025-05-31,2025-06-20,REQ00340
C1054-56446,1054,consumed,2024-11-05,2024-11-18,REQ00317
C1054-56447,1054,consumed,2024-05-15,2024-06-13,REQ00443
C1054-56448,1054,consumed,2024-02-12,2024-03-02,REQ00235
C1054-56449,1054,consumed,2024-09-23,2024-09-29,REQ00443
C1054-56450,1054,consumed,2025-05-19,2025-06-18,REQ00317
C1054-56451,1054,consumed,2025-04-24,2025-04-29,REQ00149
C1054-56452,1054,consumed,2024-11-20,2024-12-13,REQ00443
C1054-56453,1054,consumed,2025-03-19,2025-03-24,REQ00317
C1054-56454,1054,consumed,2024-04-29,2024-05-10,REQ00149
C1054-56455,1054,consumed,2024-05-10,2024-05-26,REQ00317
C1054-56456,1054,consumed,2025-01-04,2025-02-03,REQ00340
C1054-56457,1054,consumed,2024-10-16,2024-11-14,REQ00317
C1054-56458,1054,consumed,2025-09-19,2025-10-16,REQ00317
C1054-56459,1054,consumed,2025-06-13,2025-06-24,REQ00340
C1054-56460,1054,consumed,2024-06-17,2024-06-28,REQ00340
C1054-56461,1054,consumed,2024-06-03,2024-06-21,REQ00340
C1054-56462,1054,consumed,2024-02-24,2024-03-02,REQ00235
C1054-56463,1054,consumed,2024-02-25,2024-03-04,REQ00235
C1054-56464,1054,consumed,2024-02-06,2024-02-22,REQ00317
C1054-56465,1054,consumed,2024-06-16,2024-07-09,REQ00340
C1054-56466,1054,consumed,2025-03-22,2025-03-26,REQ00340
C1054-56467,1054,consumed,2024-02-11,2024-02-26,REQ00317
C1054-56468,1054,consumed,2025-07-28,2025-08-13,REQ00340
C1054-56469,1054,consumed,2025-05-19,2025-05-23,REQ00235
C1054-56470,1054,consumed,2024-05-06,2024-05-18,REQ00149
C1054-56471,1054,consumed,2024-07-27,2024-08-24,REQ00317
C1054-56472,1054,consumed,2024-07-03,2024-07-30,REQ00235
C1054-56473,1054,consumed,2025-06-04,2025-07-01,REQ00317
C1055-86486,1055,consumed,2024-01-05,2024-01-22,REQ00183
C1055-86487,1055,consumed,2025-03-02,2025-04-01,REQ00183
C1055-86488,1055,consumed,2024-09-09,2024-10-04,REQ00274
C1055-86489,1055,consumed,2024-04-06,2024-05-05,REQ00274
C1055-86490,1055,consumed,2024-01-27,2024-02-06,REQ00183
C1055-86491,1055,consumed,2025-02-07,2025-02-19,REQ00183
C1055-86492,1055,consumed,2024-11-27,2024-12-02,REQ00183
C1055-86493,1055,consumed,2024-03-24,2024-04-08,REQ00274
C1055-86494,1055,consumed,2025-04-09,2025-04-30,REQ00274
C1055-86495,1055,consumed,2025-08-31,2025-09-22,REQ00183
C1055-86496,1055,consumed,2024-12-03,2024-12-05,REQ00274
C1055-86497,1055,consumed,2024-11-28,2024-12-22,REQ00183
C1055-86498,1055,consumed,2024-08-04,2024-09-01,REQ00183
C1055-86499,1055,consumed,2024-10-16,2024-10-27,REQ00183
C1055-86500,1055,consumed,2024-03-13,2024-03-31,REQ00274
C1055-86501,1055,consumed,2024-04-04,2024-04-17,REQ00274
C1055-86502,1055,consumed,2024-07-01,2024-07-09,REQ00274
C1055-86503,1055,consumed,2024-04-01,2024-04-02,REQ00183
C1056-60921,1056,available,,,
C1056-60922,1056,available,,,
C1056-60923,1056,available,,,
C1056-60924,1056,available,,,
C1056-60925,1056,available,,,
C1056-60926,1056,available,,,
C1056-60927,1056,available,,,
C1056-60928,1056,available,,,
C1056-60929,1056,available,,,
C1056-60930,1056,available,,,
C1056-60931,1056,available,,,
C1056-60932,1056,available,,,
C1056-60933,1056,available,,,
C1056-60934,1056,available,,,
C1056-60935,1056,available,,,
C1057-47347,1057,available,,,
C1057-47348,1057,available,,,
C1057-47349,1057,available,,,
C1057-47350,1057,available,,,
C1057-47351,1057,available,,,
C1057-47352,1057,available,,,
C1057-47353,1057,available,,,
C1057-47354,1057,available,,,
C1057-47355,1057,available,,,
C1057-47356,1057,available,,,
C1057-47357,1057,available,,,
C1057-47358,1057,available,,,
C1057-47359,1057,consumed,2024-06-06,2024-06-10,REQ00316
C1057-47360,1057,consumed,2025-05-17,2025-06-12,REQ00316
C1057-47361,1057,consumed,2024-11-13,2024-12-12,REQ00052
C1057-47362,1057,consumed,2025-01-02,2025-01-24,REQ00052
C1057-47363,1057,consumed,2025-01-11,2025-01-28,REQ00052
C1057-47364,1057,consumed,2025-05-16,2025-05-31,REQ00316
C1057-47365,1057,consumed,2025-05-02,2025-05-11,REQ00316
C1057-47366,1057,consumed,2024-04-02,2024-04-27,REQ00316
C1057-47367,1057,consumed,2025-01-12,2025-02-01,REQ00052
C1057-47368,1057,consumed,2025-03-20,2025-04-10,REQ00316
C1057-47369,1057,consumed,2024-04-05,2024-04-07,REQ00316
C1057-47370,1057,consumed,2025-04-19,2025-05-11,REQ00052
C1057-47371,1057,consumed,2024-06-07,2024-07-07,REQ00316
C1057-47372,1057,consumed,2025-06-23,2025-07-14,REQ00052
C1057-47373,1057,consumed,2024-10-24,2024-11-08,REQ00316
C1057-47374,1057,consumed,2024-03-22,2024-04-21,REQ00316
C1057-47375,1057,consumed,2024-11-03,2024-11-08,REQ00052
C1057-47376,1057,consumed,2024-11-03,2024-11-30,REQ00052
C1058-66063,1058,available,,,
C1058-66064,1058,available,,,
C1058-66065,1058,available,,,
C1058-66066,1058,available,,,
C1058-66067,1058,available,,,
C1058-66068,1058,available,,,
C1058-66069,1058,available,,,
C1058-66070,1058,available,,,
C1058-66071,1058,reserved,2024-10-29,,REQ00173
C1058-66072,1058,reserved,2024-02-18,,REQ00173
C1058-66073,1058,reserved,2024-03-19,,REQ00069
C1058-66074,1058,reserved,2025-06-09,,REQ00069
C1058-66075,1058,reserved,2025-06-06,,REQ00131
C1058-66076,1058,reserved,2025-02-26,,REQ00069
C1058-66077,1058,reserved,2025-04-20,,REQ00465
C1058-66078,1058,reserved,2025-08-05,,REQ00102
C1058-66079,1058,reserved,2024-12-29,,REQ00102
C1058-66080,1058,reserved,2025-08-22,,REQ00069
C1058-66081,1058,reserved,2025-05-30,,REQ00069
C1058-66082,1058,reserved,2024-04-26,,REQ00465
C1058-66083,1058,reserved,2025-04-18,,REQ00083
C1058-66084,1058,consumed,2024-07-05,2024-08-01,REQ00131
C1058-66085,1058,consumed,2024-02-16,2024-02-19,REQ00131
C1058-66086,1058,consumed,2024-10-31,2024-11-11,REQ00173
C1058-66087,1058,consumed,2025-04-10,2025-05-05,REQ00465
C1058-66088,1058,consumed,2025-04-05,2025-04-25,REQ00102
C1058-66089,1058,consumed,2024-12-15,2025-01-14,REQ00083
C1058-66090,1058,consumed,2024-08-04,2024-08-10,REQ00069
C1058-66091,1058,consumed,2025-09-10,2025-09-19,REQ00465
C1058-66092,1058,consumed,2024-04-18,2024-05-02,REQ00173
C1058-66093,1058,consumed,2024-01-19,2024-01-20,REQ00131
C1058-66094,1058,consumed,2024-04-29,2024-04-30,REQ00083
C1058-66095,1058,consumed,2025-05-03,2025-05-18,REQ00465
C1058-66096,1058,consumed,2025-02-18,2025-03-18,REQ00465
C1058-66097,1058,consumed,2025-09-08,2025-10-02,REQ00131
C1058-66098,1058,consumed,2024-11-06,2024-11-26,REQ00173
C1058-66099,1058,consumed,2025-01-04,2025-01-27,REQ00465
C1058-66100,1058,consumed,2025-02-08,2025-03-06,REQ00102
C1059-26395,1059,available,,,
C1059-26396,1059,consumed,2024-05-18,2024-05-19,REQ00188
C1059-26397,1059,consumed,2024-04-24,2024-05-21,REQ00039
C1059-26398,1059,consumed,2024-07-11,2024-08-08,REQ00039
C1059-26399,1059,consumed,2024-08-02,2024-08-18,REQ00158
C1059-26400,1059,consumed,2024-09-04,2024-09-18,REQ00188
C1059-26401,1059,consumed,2024-03-29,2024-04-08,REQ00454
C1059-26402,1059,consumed,2024-05-31,2024-06-16,REQ00416
C1059-26403,1059,consumed,2024-01-23,2024-01-27,REQ00158
C1059-26404,1059,consumed,2024-06-05,2024-06-29,REQ00454
C1060-71799,1060,consumed,2024-01-21,2024-02-18,REQ00351
C1060-71800,1060,consumed,2025-08-22,2025-08-30,REQ00104
C1060-71801,1060,consumed,2024-10-28,2024-11-16,REQ00351
C1060-71802,1060,consumed,2024-02-22,2024-03-04,REQ00104
C1060-71803,1060,consumed,2024-04-15,2024-05-06,REQ00482
C1060-71804,1060,consumed,2025-03-18,2025-04-01,REQ00351
C1060-71805,1060,consumed,2025-08-15,2025-09-04,REQ00482
C1060-71806,1060,consumed,2025-07-21,2025-07-31,REQ00104
C1060-71807,1060,consumed,2025-05-14,2025-05-27,REQ00351
C1060-71808,1060,consumed,2025-06-09,2025-06-28,REQ00482
C1060-71809,1060,consumed,2025-09-18,2025-10-18,REQ00482
C1060-71810,1060,consumed,2025-05-14,2025-05-22,REQ00482
C1060-71811,1060,consumed,2024-03-03,2024-03-20,REQ00104
C1060-71812,1060,consumed,2025-03-08,2025-03-27,REQ00351
C1060-71813,1060,consumed,2025-07-20,2025-07-23,REQ00351
C1060-71814,1060,consumed,2025-03-03,2025-04-01,REQ00351
C1060-71815,1060,consumed,2024-04-29,2024-05-15,REQ00482
C1060-71816,1060,consumed,2024-12-21,2025-01-05,REQ00482
C1060-71817,1060,consumed,2025-03-22,2025-03-23,REQ00104
C1060-71818,1060,consumed,2024-10-21,2024-11-14,REQ00104
C1060-71819,1060,consumed,2025-04-25,2025-05-07,REQ00351
C1060-71820,1060,consumed,2024-08-25,2024-09-11,REQ00104
C1060-71821,1060,consumed,2025-08-24,2025-09-23,REQ00482
C1060-71822,1060,consumed,2024-12-13,2025-01-12,REQ00482
C1060-71823,1060,consumed,2025-04-24,2025-04-29,REQ00351
C1060-71824,1060,consumed,2025-02-03,2025-02-17,REQ00482
C1060-71825,1060,consumed,2025-01-03,2025-01-29,REQ00351
C1060-71826,1060,consumed,2024-06-14,2024-07-04,REQ00104
C1060-71827,1060,consumed,2024-10-16,2024-11-08,REQ00482
C1060-71828,1060,consumed,2024-03-29,2024-04-20,REQ00351
C1060-71829,1060,consumed,2024-05-12,2024-05-18,REQ00104
C1060-71830,1060,consumed,2024-06-09,2024-06-29,REQ00351
C1060-71831,1060,consumed,2024-04-13,2024-05-09,REQ00351
C1060-71832,1060,consumed,2025-05-20,2025-05-30,REQ00104
C1060-71833,1060,consumed,2024-08-02,2024-08-20,REQ00104
C1060-71834,1060,consumed,2024-01-19,2024-01-31,REQ00351
C1061-98726,1061,available,,,
C1061-98727,1061,available,,,
C1061-98728,1061,available,,,
C1061-98729,1061,available,,,
C1061-98730,1061,available,,,
C1061-98731,1061,available,,,
C1061-98732,1061,available,,,
C1061-98733,1061,available,,,
C1061-98734,1061,available,,,
C1061-98735,1061,available,,,
C1061-98736,1061,available,,,
C1061-98737,1061,available,,,
C1061-98738,1061,available,,,
C1061-98739,1061,available,,,
C1061-98740,1061,available,,,
C1061-98741,1061,available,,,
C1061-98742,1061,available,,,
C1061-98743,1061,available,,,
C1061-98744,1061,available,,,
C1061-98745,1061,available,,,
C1061-98746,1061,available,,,
C1061-98747,1061,available,,,
C1061-98748,1061,available,,,
C1061-98749,1061,available,,,
C1061-98750,1061,available,,,
C1061-98751,1061,available,,,
C1061-98752,1061,available,,,
C1062-32900,1062,available,,,
C1062-32901,1062,available,,,
C1062-32902,1062,available,,,
C1062-32903,1062,available,,,
C1062-32904,1062,available,,,
C1062-32905,1062,available,,,
C1062-32906,1062,consumed,2025-05-30,2025-06-01,REQ00121
C1062-32907,1062,consumed,2024-12-11,2024-12-25,REQ00121
C1062-32908,1062,consumed,2025-09-24,2025-10-02,REQ00121
C1062-32909,1062,consumed,2025-07-29,2025-08-06,REQ00474
C1062-32910,1062,consumed,2024-09-21,2024-10-02,REQ00392
C1062-32911,1062,consumed,2024-02-17,2024-03-13,REQ00269
C1062-32912,1062,consumed,2024-06-03,2024-07-01,REQ00121
C1062-32913,1062,consumed,2024-02-21,2024-03-22,REQ00474
C1062-32914,1062,consumed,2025-04-13,2025-05-10,REQ00121
C1063-90028,1063,available,,,
C1063-90029,1063,available,,,
C1063-90030,1063,reserved,2025-09-16,,REQ00208
C1063-90031,1063,reserved,2025-07-29,,REQ00208
C1063-90032,1063,reserved,2025-06-03,,REQ00208
C1063-90033,1063,reserved,2024-06-20,,REQ00422
C1063-90034,1063,consumed,2024-04-30,2024-05-28,REQ00208
C1063-90035,1063,consumed,2025-01-05,2025-01-11,REQ00422
C1063-90036,1063,consumed,2024-10-26,2024-11-18,REQ00369
C1063-90037,1063,consumed,2025-06-02,2025-06-18,REQ00422
C1063-90038,1063,consumed,2024-04-11,2024-04-16,REQ00422
C1064-53857,1064,available,,,
C1064-53858,1064,available,,,
C1064-53859,1064,available,,,
C1064-53860,1064,consumed,2024-05-21,2024-05-25,REQ00081
C1064-53861,1064,consumed,2025-03-25,2025-04-08,REQ00081
C1064-53862,1064,consumed,2024-09-08,2024-10-05,REQ00148
C1064-53863,1064,consumed,2024-12-15,2024-12-25,REQ00081
C1064-53864,1064,consumed,2024-03-28,2024-04-06,REQ00148
C1064-53865,1064,consumed,2025-02-28,2025-03-12,REQ00081
C1064-53866,1064,consumed,2024-06-04,2024-06-29,REQ00148
C1064-53867,1064,consumed,2024-08-21,2024-08-26,REQ00148
C1064-53868,1064,consumed,2025-02-27,2025-03-29,REQ00148
C1064-53869,1064,consumed,2025-04-14,2025-05-12,REQ00148
C1064-53870,1064,consumed,2024-01-31,2024-02-15,REQ00081
C1064-53871,1064,consumed,2024-01-11,2024-02-03,REQ00081
C1064-53872,1064,consumed,2024-03-27,2024-04-07,REQ00148
C1064-53873,1064,consumed,2025-02-15,2025-03-12,REQ00081
C1064-53874,1064,consumed,2025-03-20,2025-03-22,REQ00148
C1064-53875,1064,consumed,2024-02-07,2024-02-29,REQ00081
C1064-53876,1064,consumed,2025-08-11,2025-08-13,REQ00148
C1064-53877,1064,consumed,2025-03-05,2025-03-18,REQ00148
C1064-53878,1064,consumed,2024-11-17,2024-12-17,REQ00148
C1064-53879,1064,consumed,2024-01-09,2024-02-05,REQ00148
C1064-53880,1064,consumed,2025-06-24,2025-07-14,REQ00081
C1064-53881,1064,consumed,2025-02-17,2025-03-04,REQ00081
C1064-53882,1064,consumed,2025-07-11,2025-07-31,REQ00148
C1064-53883,1064,consumed,2024-12-19,2025-01-17,REQ00148
C1064-53884,1064,consumed,2024-07-21,2024-08-19,REQ00148
C1065-14845,1065,consumed,2025-07-04,2025-07-15,REQ00146
C1065-14846,1065,consumed,2024-05-09,2024-05-26,REQ00162
C1065-14847,1065,consumed,2024-10-17,2024-10-24,REQ00002
C1065-14848,1065,consumed,2025-06-07,2025-06-25,REQ00115
C1065-14849,1065,consumed,2025-06-17,2025-06-28,REQ00311
C1065-14850,1065,consumed,2024-06-12,2024-06-13,REQ00002
C1065-14851,1065,consumed,2025-07-06,2025-07-25,REQ00115
C1065-14852,1065,consumed,2024-09-04,2024-10-01,REQ00311
C1065-14853,1065,consumed,2024-11-07,2024-12-01,REQ00146
C1065-14854,1065,consumed,2025-06-01,2025-06-05,REQ00225
C1066-58887,1066,available,,,
C1066-58888,1066,available,,,
C1066-58889,1066,available,,,
C1066-58890,1066,available,,,
C1066-58891,1066,available,,,
C1066-58892,1066,available,,,
C1066-58893,1066,available,,,
C1066-58894,1066,available,,,
C1067-92180,1067,available,,,
C1067-92181,1067,available,,,
C1067-92182,1067,available,,,
C1067-92183,1067,available,,,
C1067-92184,1067,available,,,
C1067-92185,1067,available,,,
C1067-92186,1067,available,,,
C1067-92187,1067,available,,,
C1067-92188,1067,consumed,2025-06-03,2025-06-15,REQ00147
C1067-92189,1067,consumed,2024-02-18,2024-03-14,REQ00147
C1067-92190,1067,consumed,2025-04-04,2025-04-14,REQ00147
C1067-92191,1067,consumed,2025-04-09,2025-04-20,REQ00221
C1067-92192,1067,consumed,2025-08-18,2025-09-06,REQ00221
C1067-92193,1067,consumed,2024-12-24,2025-01-03,REQ00312
C1067-92194,1067,consumed,2025-08-09,2025-08-31,REQ00221
C1067-92195,1067,consumed,2025-01-21,2025-02-07,REQ00221
C1067-92196,1067,consumed,2024-04-17,2024-04-28,REQ00221
C1067-92197,1067,consumed,2025-01-04,2025-01-19,REQ00147
C1067-92198,1067,consumed,2024-05-30,2024-06-22,REQ00380
C1067-92199,1067,consumed,2025-02-25,2025-02-28,REQ00147
C1067-92200,1067,consumed,2024-03-04,2024-03-18,REQ00221
C1068-38152,1068,available,,,
C1068-38153,1068,available,,,
C1068-38154,1068,available,,,
C1068-38155,1068,available,,,
C1068-38156,1068,available,,,
C1068-38157,1068,available,,,
C1068-38158,1068,available,,,
C1068-38159,1068,reserved,2025-04-01,,REQ00240
C1068-38160,1068,reserved,2025-01-13,,REQ00461
C1068-38161,1068,reserved,2025-06-22,,REQ00262
C1068-38162,1068,reserved,2025-08-25,,REQ00461
C1068-38163,1068,reserved,2025-06-15,,REQ00262
C1068-38164,1068,reserved,2024-09-27,,REQ00461
C1068-38165,1068,reserved,2025-05-25,,REQ00461
C1068-38166,1068,reserved,2025-03-09,,REQ00262
C1068-38167,1068,reserved,2025-05-16,,REQ00461
C1068-38168,1068,reserved,2025-03-02,,REQ00240
C1068-38169,1068,reserved,2024-05-27,,REQ00461
C1068-38170,1068,reserved,2024-05-10,,REQ00262
C1068-38171,1068,consumed,2025-04-13,2025-04-18,REQ00461
C1068-38172,1068,consumed,2025-06-09,2025-07-07,REQ00461
C1068-38173,1068,consumed,2024-04-30,2024-05-23,REQ00240
C1068-38174,1068,consumed,2025-04-11,2025-04-27,REQ00240
C1068-38175,1068,consumed,2024-06-09,2024-06-27,REQ00262
C1068-38176,1068,consumed,2024-05-01,2024-05-21,REQ00262
C1068-38177,1068,consumed,2024-04-22,2024-04-26,REQ00262
C1068-38178,1068,consumed,2025-08-08,2025-08-18,REQ00240
C1068-38179,1068,consumed,2025-06-19,2025-06-24,REQ00240
C1068-38180,1068,consumed,2025-01-15,2025-01-25,REQ00262
C1068-38181,1068,consumed,2024-11-06,2024-11-16,REQ00262
C1068-38182,1068,consumed,2024-01-29,2024-02-24,REQ00240
C1068-38183,1068,consumed,2024-05-25,2024-06-20,REQ00461
C1068-38184,1068,consumed,2025-03-07,2025-03-09,REQ00262
C1068-38185,1068,consumed,2024-10-17,2024-10-24,REQ00240
C1068-38186,1068,consumed,2025-05-15,2025-05-16,REQ00240
C1069-55698,1069,available,,,
C1069-55699,1069,available,,,
C1069-55700,1069,available,,,
C1069-55701,1069,available,,,
C1069-55702,1069,consumed,2024-03-10,2024-04-07,REQ00206
C1069-55703,1069,consumed,2025-03-03,2025-03-19,REQ00395
C1069-55704,1069,consumed,2024-11-13,2024-12-02,REQ00315
C1069-55705,1069,consumed,2024-12-11,2025-01-06,REQ00315
C1069-55706,1069,consumed,2025-05-01,2025-05-28,REQ00395
C1069-55707,1069,consumed,2024-05-15,2024-06-09,REQ00257
C1069-55708,1069,consumed,2025-05-31,2025-06-21,REQ00315
C1069-55709,1069,consumed,2025-04-05,2025-04-27,REQ00315
C1069-55710,1069,consumed,2024-06-01,2024-06-29,REQ00309
C1069-55711,1069,consumed,2024-04-01,2024-04-27,REQ00395
C1069-55712,1069,consumed,2025-09-30,2025-10-14,REQ00315
C1069-55713,1069,consumed,2024-08-26,2024-09-24,REQ00315
C1069-55714,1069,consumed,2024-12-13,2024-12-31,REQ00206
C1069-55715,1069,consumed,2025-03-29,2025-04-22,REQ00309
C1069-55716,1069,consumed,2024-03-31,2024-04-28,REQ00257
C1069-55717,1069,consumed,2024-01-26,2024-02-14,REQ00309
C1069-55718,1069,consumed,2025-07-28,2025-08-18,REQ00206
C1069-55719,1069,consumed,2025-07-26,2025-07-29,REQ00257
C1069-55720,1069,consumed,2025-09-25,2025-10-13,REQ00395
C1069-55721,1069,consumed,2024-02-24,2024-03-14,REQ00395
C1069-55722,1069,consumed,2024-07-12,2024-08-06,REQ00315
C1069-55723,1069,consumed,2025-05-29,2025-06-27,REQ00206
C1069-55724,1069,consumed,2024-05-03,2024-05-25,REQ00395
C1069-55725,1069,consumed,2024-07-03,2024-07-04,REQ00309
C1069-55726,1069,consumed,2024-07-29,2024-08-06,REQ00395
C1069-55727,1069,consumed,2025-03-30,2025-04-02,REQ00395
C1069-55728,1069,consumed,2025-09-13,2025-09-24,REQ00315
C1069-55729,1069,consumed,2025-08-26,2025-08-28,REQ00315
C1069-55730,1069,consumed,2024-01-24,2024-02-04,REQ00315
C1069-55731,1069,consumed,2024-07-03,2024-07-17,REQ00206
C1069-55732,1069,consumed,2025-06-24,2025-07-05,REQ00315
C1069-55733,1069,consumed,2024-09-20,2024-09-23,REQ00206
C1069-55734,1069,consumed,2024-04-11,2024-04-29,REQ00257
C1069-55735,1069,consumed,2024-10-19,2024-10-24,REQ00257
C1069-55736,1069,consumed,2024-09-18,2024-10-13,REQ00206
C1069-55737,1069,consumed,2024-06-06,2024-06-16,REQ00315
C1070-17721,1070,consumed,2025-09-21,2025-10-02,REQ00202
C1070-17722,1070,consumed,2024-01-28,2024-02-20,REQ00024
